,period_open,period_close,long_exposure,pnl,short_exposure,capital_used,orders,transactions,gross_leverage,positions,net_leverage,starting_exposure,returns,ending_exposure,starting_value,ending_value,starting_cash,ending_cash,portfolio_value,longs_count,shorts_count,long_value,short_value,algo_volatility,benchmark_period_return,benchmark_volatility,algorithm_period_return,alpha,beta,sharpe,sortino,max_drawdown,max_leverage,excess_return,treasury_period_return,trading_days,period_label,AAPL,short_mavg,long_mavg,date
2015-08-04 20:00:00+00:00,2015-08-04 13:31:00+00:00,2015-08-04 20:00:00+00:00,11464.0,-380.0,0.0,0.0,[],[],0.0011465033319949809,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 123.65279500000001, 'last_sale_price': 114.64}]",0.0011465033319949809,11844.0,-3.8001980965374216e-05,11464.0,11844.0,11464.0,9987634.7205,9987634.7205,9999098.7205,1,0,11464.0,0.0,0.00013194159654751207,0.0,0.0,-9.012794999985196e-05,,,-0.43030007162796857,-0.5735488744343776,-0.0001800837974917485,0.0013263806628126865,0.0,0.0,400,2015-08,114.64,126.63538999999999,112.05183,2015-08-04
2015-08-05 20:00:00+00:00,2015-08-05 13:31:00+00:00,2015-08-05 20:00:00+00:00,11540.0,76.0,0.0,0.0,[],[],0.0011540952451146841,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 123.65279500000001, 'last_sale_price': 115.4}]",0.0011540952451146841,11464.0,7.600685034248045e-06,11540.0,11464.0,11540.0,9987634.7205,9987634.7205,9999174.7205,1,0,11540.0,0.0,0.00013192252339091449,0.0,0.0,-8.252794999974444e-05,,,-0.3930822768240868,-0.5245197939299797,-0.0001800837974917485,0.0013263806628126865,0.0,0.0,401,2015-08,115.4,126.55862999999998,112.14447333333332,2015-08-05
2015-08-06 20:00:00+00:00,2015-08-06 13:31:00+00:00,2015-08-06 20:00:00+00:00,11513.0,-27.0,0.0,0.0,[],[],0.0011513981313023647,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 123.65279500000001, 'last_sale_price': 115.13}]",0.0011513981313023647,11540.0,-2.7002228438766096e-06,11513.0,11540.0,11513.0,9987634.7205,9987634.7205,9999147.7205,1,0,11513.0,0.0,0.00013177272977402438,0.0,0.0,-8.522794999976657e-05,,,-0.4053956150306928,-0.5408827454353288,-0.0001800837974917485,0.0013263806628126865,0.0,0.0,402,2015-08,115.13,125.90097999999998,111.72692333333333,2015-08-06
2015-08-07 20:00:00+00:00,2015-08-07 13:31:00+00:00,2015-08-07 20:00:00+00:00,11552.0,39.0,0.0,0.0,[],[],0.0011552939576892263,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 123.65279500000001, 'last_sale_price': 115.52}]",0.0011552939576892263,11513.0,3.9003324172615095e-06,11552.0,11513.0,11552.0,9987634.7205,9987634.7205,9999186.7205,1,0,11552.0,0.0,0.00013164889998166693,0.0,0.0,-8.132794999982096e-05,,,-0.3862441178775741,-0.515486323616634,-0.0001800837974917485,0.0013263806628126865,0.0,0.0,403,2015-08,115.52,125.79676999999998,111.81709333333332,2015-08-07
2015-08-10 20:00:00+00:00,2015-08-10 13:31:00+00:00,2015-08-10 20:00:00+00:00,11972.0,420.0,0.0,0.0,[],[],0.0011972470852735072,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 123.65279500000001, 'last_sale_price': 119.72}]",0.0011972470852735072,11552.0,4.200341605176128e-05,11972.0,11552.0,11972.0,9987634.7205,9987634.7205,9999606.7205,1,0,11972.0,0.0,0.00013564483549524659,0.0,0.0,-3.9327949999834466e-05,,,-0.18078535495161077,-0.24891020541680853,-0.0001800837974917485,0.0013263806628126865,0.0,0.0,404,2015-08,119.72,125.72037999999999,111.92329000000001,2015-08-10
2015-08-11 20:00:00+00:00,2015-08-11 13:31:00+00:00,2015-08-11 20:00:00+00:00,11349.0,-623.0,0.0,0.0,[],[],0.0011350153492831663,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 123.65279500000001, 'last_sale_price': 113.49000000000001}]",0.0011350153492831663,11972.0,-6.230245022764702e-05,11349.0,11972.0,11349.0,9987634.7205,9987634.7205,9998983.7205,1,0,11349.0,0.0,0.00014408904883612768,0.0,0.0,-0.00010162794999979408,,,-0.43881210712853885,-0.5748616366324092,-0.00019158276290621271,0.0013263806628126865,0.0,0.0,405,2015-08,113.49000000000001,125.59134999999998,112.00457999999999,2015-08-11
2015-08-12 20:00:00+00:00,2015-08-12 13:31:00+00:00,2015-08-12 20:00:00+00:00,11524.0,175.0,0.0,0.0,[],[],0.001152496957206391,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 123.65279500000001, 'last_sale_price': 115.24000000000001}]",0.001152496957206391,11349.0,1.7501778669881674e-05,11524.0,11349.0,11524.0,9987634.7205,9987634.7205,9999158.7205,1,0,11524.0,0.0,0.00014458909301866667,0.0,0.0,-8.412794999979045e-05,,,-0.3610861029635161,-0.4752647057259962,-0.00019158276290621271,0.0013263806628126865,0.0,0.0,406,2015-08,115.24000000000001,125.49563999999998,112.08831,2015-08-12
2015-08-13 20:00:00+00:00,2015-08-13 13:31:00+00:00,2015-08-13 20:00:00+00:00,11515.0,-9.0,0.0,0.0,[],[],0.0011515979180101927,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 123.65279500000001, 'last_sale_price': 115.15}]",0.0011515979180101927,11524.0,-9.000757215105182e-07,11515.0,11524.0,11515.0,9987634.7205,9987634.7205,9999149.7205,1,0,11515.0,0.0,0.00014441194707966637,0.0,0.0,-8.502794999976082e-05,,,-0.36449982372061274,-0.47974984382434427,-0.00019158276290621271,0.0013263806628126865,0.0,0.0,407,2015-08,115.15,125.38604,112.17056333333332,2015-08-13
2015-08-14 20:00:00+00:00,2015-08-14 13:31:00+00:00,2015-08-14 20:00:00+00:00,11596.0,81.0,0.0,0.0,[],[],0.0011596892125137557,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 123.65279500000001, 'last_sale_price': 115.96000000000001}]",0.0011596892125137557,11515.0,8.100688784873356e-06,11596.0,11515.0,11596.0,9987634.7205,9987634.7205,9999230.7205,1,0,11596.0,0.0,0.00014438219427777754,0.0,0.0,-7.692794999980546e-05,,,-0.3290277438032972,-0.4335043203467231,-0.00019158276290621271,0.0013263806628126865,0.0,0.0,408,2015-08,115.96000000000001,125.28969,112.25634666666664,2015-08-14
2015-08-17 20:00:00+00:00,2015-08-17 13:31:00+00:00,2015-08-17 20:00:00+00:00,11716.0,120.0,0.0,0.0,[],[],0.001171676074525583,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 123.65279500000001, 'last_sale_price': 117.16}]",0.001171676074525583,11596.0,1.200092320652324e-05,11716.0,11596.0,11716.0,9987634.7205,9987634.7205,9999350.7205,1,0,11716.0,0.0,0.0001445222178609359,0.0,0.0,-6.492794999968243e-05,,,-0.2767421189278064,-0.36541698065983264,-0.00019158276290621271,0.0013263806628126865,0.0,0.0,409,2015-08,117.16,125.23816,112.34131666666669,2015-08-17
2015-08-18 20:00:00+00:00,2015-08-18 13:31:00+00:00,2015-08-18 20:00:00+00:00,11650.0,-66.0,0.0,0.0,[],[],0.0011650833360226048,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 123.65279500000001, 'last_sale_price': 116.5}]",0.0011650833360226048,11716.0,-6.600428552272497e-06,11650.0,11716.0,11650.0,9987634.7205,9987634.7205,9999284.7205,1,0,11650.0,0.0,0.0001444337511868785,0.0,0.0,-7.152794999965018e-05,,,-0.30432418663551836,-0.40163196297637427,-0.00019158276290621271,0.0013263806628126865,0.0,0.0,410,2015-08,116.5,125.17149999999998,112.42229333333331,2015-08-18
2015-08-19 20:00:00+00:00,2015-08-19 13:31:00+00:00,2015-08-19 20:00:00+00:00,11501.0,-149.0,0.0,0.0,[],[],0.0011501994093770437,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 123.65279500000001, 'last_sale_price': 115.01}]",0.0011501994093770437,11650.0,-1.4901065842676253e-05,11501.0,11650.0,11501.0,9987634.7205,9987634.7205,9999135.7205,1,0,11501.0,0.0,0.00014471766156351365,0.0,0.0,-8.642794999957903e-05,,,-0.36612088331278925,-0.48198977018613576,-0.00019158276290621271,0.0013263806628126865,0.0,0.0,411,2015-08,115.01,125.09976,112.49957333333332,2015-08-19
2015-08-20 20:00:00+00:00,2015-08-20 13:31:00+00:00,2015-08-20 20:00:00+00:00,11265.0,-236.0,0.0,0.0,[],[],0.0011266239601247533,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 123.65279500000001, 'last_sale_price': 112.65}]",0.0011266239601247533,11501.0,-2.3602039875947334e-05,11265.0,11501.0,11265.0,9987634.7205,9987634.7205,9998899.7205,1,0,11265.0,0.0,0.00014569462964137035,0.0,0.0,-0.00011002794999959153,,,-0.4618684646799649,-0.6044062025928021,-0.00019998200720866636,0.0013263806628126865,0.0,0.0,412,2015-08,112.65,124.97348999999998,112.57410666666665,2015-08-20
2015-08-21 20:00:00+00:00,2015-08-21 13:31:00+00:00,2015-08-21 20:00:00+00:00,10576.0,-689.0,0.0,0.0,[],[],0.001057789268065267,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 123.65279500000001, 'last_sale_price': 105.76}]",0.001057789268065267,11265.0,-6.890758175992495e-05,10576.0,11265.0,10576.0,9987634.7205,9987634.7205,9998210.7205,1,0,10576.0,0.0,0.00015508137348918332,0.0,0.0,-0.0001789279499995189,,,-0.7039796111016813,-0.8836960423608122,-0.0002688758086920997,0.0013263806628126865,0.0,0.0,413,2015-08,105.76,124.79755000000002,112.62896666666667,2015-08-21
2015-08-24 20:00:00+00:00,2015-08-24 13:31:00+00:00,2015-08-24 20:00:00+00:00,10312.0,-264.0,0.0,0.0,[],[],0.001031411777665914,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 123.65279500000001, 'last_sale_price': 103.12}]",0.001031411777665914,10576.0,-2.64047245431831e-05,10312.0,10576.0,10312.0,9987634.7205,9987634.7205,9997946.7205,1,0,10312.0,0.0,0.0001562132384599487,0.0,0.0,-0.00020532794999950088,,,-0.8000785441780733,-0.9990543473492293,-0.00029527343364366295,0.0013263806628126865,0.0,0.0,414,2015-08,103.12,124.59699,112.6720266666667,2015-08-24
2015-08-25 20:00:00+00:00,2015-08-25 13:31:00+00:00,2015-08-25 20:00:00+00:00,10374.0,62.0,0.0,0.0,[],[],0.0010376066164784457,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 123.65279500000001, 'last_sale_price': 103.74000000000001}]",0.0010376066164784457,10312.0,6.201273294648146e-06,10374.0,10312.0,10374.0,9987634.7205,9987634.7205,9998008.7205,1,0,10374.0,0.0,0.00015611171794224324,0.0,0.0,-0.00019912794999954464,,,-0.7745485478266281,-0.9677132308467493,-0.00029527343364366295,0.0013263806628126865,0.0,0.0,415,2015-08,103.74000000000001,124.39203000000002,112.71754666666668,2015-08-25
2015-08-26 20:00:00+00:00,2015-08-26 13:31:00+00:00,2015-08-26 20:00:00+00:00,10969.0,595.0,0.0,0.0,[],[],0.0010970531792864648,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 123.65279500000001, 'last_sale_price': 109.69}]",0.0010970531792864648,10374.0,5.951185047270435e-05,10969.0,10374.0,10969.0,9987634.7205,9987634.7205,9998603.7205,1,0,10969.0,0.0,0.00016276457752595447,0.0,0.0,-0.00013962794999966555,,,-0.5196154723672628,-0.6776838226715999,-0.00029527343364366295,0.0013263806628126865,0.0,0.0,416,2015-08,109.69,124.22644,112.78257333333332,2015-08-26
2015-08-27 20:00:00+00:00,2015-08-27 13:31:00+00:00,2015-08-27 20:00:00+00:00,11292.0,323.0,0.0,0.0,[],[],0.0011293212077301171,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 123.65279500000001, 'last_sale_price': 112.92}]",0.0011293212077301171,10969.0,3.230451061253525e-05,11292.0,10969.0,11292.0,9987634.7205,9987634.7205,9998926.7205,1,0,11292.0,0.0,0.00016453707697762894,0.0,0.0,-0.00010732794999968043,,,-0.3941362396864403,-0.5202554729476502,-0.00029527343364366295,0.0013263806628126865,0.0,0.0,417,2015-08,112.92,124.10644000000002,112.85941000000001,2015-08-27
2015-08-28 20:00:00+00:00,2015-08-28 13:31:00+00:00,2015-08-28 20:00:00+00:00,11329.0,37.0,0.0,0.0,[],[],0.001133017412271748,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 123.65279500000001, 'last_sale_price': 113.29}]",0.001133017412271748,11292.0,3.7003971560256588e-06,11329.0,11292.0,11329.0,9987634.7205,9987634.7205,9998963.7205,1,0,11329.0,0.0,0.00016436840007341471,0.0,0.0,-0.00010362794999974057,,,-0.38002450433109164,-0.5017143853669036,-0.00029527343364366295,0.0013263806628126865,0.0,0.0,418,2015-08,113.29,123.9942,112.9405766666667,2015-08-28
2015-08-31 20:00:00+00:00,2015-08-31 13:31:00+00:00,2015-08-31 20:00:00+00:00,11276.0,-53.0,0.0,0.0,[],[],0.0011277228405371879,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 123.65279500000001, 'last_sale_price': 112.76}]",0.0011277228405371879,11329.0,-5.300549285047751e-06,11276.0,11329.0,11276.0,9987634.7205,9987634.7205,9998910.7205,1,0,11276.0,0.0,0.00016421842564322527,0.0,0.0,-0.00010892794999972644,,,-0.39887643886064844,-0.5264639111110062,-0.00029527343364366295,0.0013263806628126865,0.0,0.0,419,2015-08,112.76,123.86714000000002,113.02024000000003,2015-08-31
2015-09-01 20:00:00+00:00,2015-09-01 13:31:00+00:00,2015-09-01 20:00:00+00:00,10772.0,-504.0,0.0,0.0,[],[],0.0010773716554172458,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 123.65279500000001, 'last_sale_price': 107.72}]",0.0010773716554172458,11276.0,-5.0405490566785005e-05,10772.0,11276.0,10772.0,9987634.7205,9987634.7205,9998406.7205,1,0,10772.0,0.0,0.00016855881915845582,0.0,0.0,-0.00015932794999973243,,,-0.5671029047353695,-0.7338340962476512,-0.00029527343364366295,0.0013263806628126865,0.0,0.0,420,2015-09,107.72,123.68433,113.08489666666665,2015-09-01
2015-09-02 20:00:00+00:00,2015-09-02 13:31:00+00:00,2015-09-02 20:00:00+00:00,11234.0,462.0,0.0,0.0,[],[],0.0011235271023178547,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 123.65279500000001, 'last_sale_price': 112.34}]",0.0011235271023178547,10772.0,4.620736212435084e-05,11234.0,10772.0,11234.0,9987634.7205,9987634.7205,9998868.7205,1,0,11234.0,0.0,0.0001721729547323663,0.0,0.0,-0.00011312794999962517,,,-0.3932358448491449,-0.5203780489348828,-0.00029527343364366295,0.0013263806628126865,0.0,0.0,421,2015-09,112.34,123.5502,113.16469000000002,2015-09-02
2015-09-03 20:00:00+00:00,2015-09-03 13:31:00+00:00,2015-09-03 20:00:00+00:00,11037.0,-197.0,0.0,0.0,[],[],0.0011038466216838727,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 123.65279500000001, 'last_sale_price': 110.37}]",0.0011038466216838727,11234.0,-1.9702228872708893e-05,11037.0,11234.0,11037.0,9987634.7205,9987634.7205,9998671.7205,1,0,11037.0,0.0,0.00017262282059837567,0.0,0.0,-0.00013282794999958103,,,-0.45943781755327073,-0.6061508567811126,-0.00029527343364366295,0.0013263806628126865,0.0,0.0,422,2015-09,110.37,123.40182,113.23615666666667,2015-09-03
2015-09-04 20:00:00+00:00,2015-09-04 13:31:00+00:00,2015-09-04 20:00:00+00:00,10927.0,-110.0,0.0,0.0,[],[],0.0010928571834083324,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 123.65279500000001, 'last_sale_price': 109.27}]",0.0010928571834083324,11037.0,-1.1001461301507476e-05,10927.0,11037.0,10927.0,9987634.7205,9987634.7205,9998561.7205,1,0,10927.0,0.0,0.00017261536195531155,0.0,0.0,-0.00014382794999956428,,,-0.49634065150892426,-0.6542055048729268,-0.00029527343364366295,0.0013263806628126865,0.0,0.0,423,2015-09,109.27,123.23768,113.3004366666667,2015-09-04
2015-09-08 20:00:00+00:00,2015-09-08 13:31:00+00:00,2015-09-08 20:00:00+00:00,11231.0,304.0,0.0,0.0,[],[],0.0011232274053819763,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 123.65279500000001, 'last_sale_price': 112.31}]",0.0011232274053819763,10927.0,3.040437299861587e-05,11231.0,10927.0,11231.0,9987634.7205,9987634.7205,9998865.7205,1,0,11231.0,0.0,0.00017403276226334946,0.0,0.0,-0.00011342794999957828,,,-0.3873031185296919,-0.5152875582437715,-0.00029527343364366295,0.0013263806628126865,0.0,0.0,424,2015-09,112.31,123.10999000000001,113.37175,2015-09-08
2015-09-09 20:00:00+00:00,2015-09-09 13:31:00+00:00,2015-09-09 20:00:00+00:00,11015.0,-216.0,0.0,0.0,[],[],0.001101648753372788,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 123.65279500000001, 'last_sale_price': 110.15}]",0.001101648753372788,11231.0,-2.160245032167829e-05,11015.0,11231.0,11015.0,9987634.7205,9987634.7205,9998649.7205,1,0,11015.0,0.0,0.0001746020202485979,0.0,0.0,-0.0001350279499996443,,,-0.45849307720382093,-0.6078124010638235,-0.00029527343364366295,0.0013263806628126865,0.0,0.0,425,2015-09,110.15,122.97478000000001,113.43394,2015-09-09
2015-09-10 20:00:00+00:00,2015-09-10 13:31:00+00:00,2015-09-10 20:00:00+00:00,11257.0,242.0,0.0,0.0,[],[],0.0011258247728516343,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 123.65279500000001, 'last_sale_price': 112.57000000000001}]",0.0011258247728516343,11015.0,2.420326811769513e-05,11257.0,11015.0,11257.0,9987634.7205,9987634.7205,9998891.7205,1,0,11257.0,0.0,0.0001754132799245533,0.0,0.0,-0.00011082794999961454,,,-0.37368021171488475,-0.498265036543898,-0.00029527343364366295,0.0013263806628126865,0.0,0.0,426,2015-09,112.57000000000001,122.83551,113.50432666666667,2015-09-10
2015-09-11 20:00:00+00:00,2015-09-11 13:31:00+00:00,2015-09-11 20:00:00+00:00,11421.0,164.0,0.0,0.0,[],[],0.0011422078563463488,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 123.65279500000001, 'last_sale_price': 114.21000000000001}]",0.0011422078563463488,11257.0,1.6401817779732042e-05,11421.0,11257.0,11421.0,9987634.7205,9987634.7205,9999055.7205,1,0,11421.0,0.0,0.00017567421673793504,0.0,0.0,-9.442794999969806e-05,,,-0.31715070088612424,-0.42401447562840033,-0.00029527343364366295,0.0013263806628126865,0.0,0.0,427,2015-09,114.21000000000001,122.71947999999999,113.57838666666666,2015-09-11
2015-09-14 20:00:00+00:00,2015-09-14 13:31:00+00:00,2015-09-14 20:00:00+00:00,11531.0,110.0,0.0,0.0,[],[],0.0011531962087956477,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 123.65279500000001, 'last_sale_price': 115.31}]",0.0011531962087956477,11421.0,1.1001038805469321e-05,11531.0,11421.0,11531.0,9987634.7205,9987634.7205,9999165.7205,1,0,11531.0,0.0,0.00017567955139325965,0.0,0.0,-8.342794999982583e-05,,,-0.27953041618253993,-0.3741667691874483,-0.00029527343364366295,0.0013263806628126865,0.0,0.0,428,2015-09,115.31,122.59749999999998,113.64979333333333,2015-09-14
2015-09-15 20:00:00+00:00,2015-09-15 13:31:00+00:00,2015-09-15 20:00:00+00:00,11628.0,97.0,0.0,0.0,[],[],0.0011628857371814866,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 123.65279500000001, 'last_sale_price': 116.28}]",0.0011628857371814866,11531.0,9.700809318724524e-06,11628.0,11531.0,11628.0,9987634.7205,9987634.7205,9999262.7205,1,0,11628.0,0.0,0.00017563802647260662,0.0,0.0,-7.372794999971344e-05,,,-0.24650089242095918,-0.33026209777002424,-0.00029527343364366295,0.0013263806628126865,0.0,0.0,429,2015-09,116.28,122.47480999999999,113.72644999999999,2015-09-15
2015-09-16 20:00:00+00:00,2015-09-16 13:31:00+00:00,2015-09-16 20:00:00+00:00,11641.0,13.0,0.0,0.0,[],[],0.0011641843194836823,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 123.65279500000001, 'last_sale_price': 116.41}]",0.0011641843194836823,11628.0,1.3000958534181706e-06,11641.0,11628.0,11641.0,9987634.7205,9987634.7205,9999275.7205,1,0,11641.0,0.0,0.00017543681933710338,0.0,0.0,-7.242794999973157e-05,,,-0.24186671820010824,-0.3240590311195573,-0.00029527343364366295,0.0013263806628126865,0.0,0.0,430,2015-09,116.41,122.34737999999999,113.80340666666666,2015-09-16
2015-09-17 20:00:00+00:00,2015-09-17 13:31:00+00:00,2015-09-17 20:00:00+00:00,11392.0,-249.0,0.0,0.0,[],[],0.0011393108867930244,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 123.65279500000001, 'last_sale_price': 113.92}]",0.0011393108867930244,11641.0,-2.4901803586607762e-05,11392.0,11641.0,11392.0,9987634.7205,9987634.7205,9999026.7205,1,0,11392.0,0.0,0.0001762503281929149,0.0,0.0,-9.732794999972594e-05,,,-0.322800148406605,-0.43046797377758966,-0.00029527343364366295,0.0013263806628126865,0.0,0.0,431,2015-09,113.92,122.17155000000001,113.87322333333334,2015-09-17
2015-09-18 20:00:00+00:00,2015-09-18 13:31:00+00:00,2015-09-18 20:00:00+00:00,11345.0,-47.0,0.0,0.0,[],[],0.0011346157625202876,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 123.65279500000001, 'last_sale_price': 113.45}]",0.0011346157625202876,11392.0,-4.7004574859066395e-06,11345.0,11392.0,11345.0,9987634.7205,9987634.7205,9998979.7205,1,0,11345.0,0.0,0.00017607891276427034,0.0,0.0,-0.00010202794999969456,,,-0.33793863486677594,-0.4505729228706815,-0.00029527343364366295,0.0013263806628126865,0.0,0.0,432,2015-09,113.45,122.01174000000003,113.94087000000002,2015-09-18
2015-09-21 20:00:00+00:00,2015-09-21 13:31:00+00:00,2015-09-21 20:00:00+00:00,11521.0,176.0,0.0,0.0,[],[],0.001152197277654148,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 123.65279500000001, 'last_sale_price': 115.21000000000001}]",0.001152197277654148,11345.0,1.7601795875066273e-05,11521.0,11345.0,11521.0,9987634.7205,9987634.7205,9999155.7205,1,0,11521.0,0.0,0.0001764006761072605,0.0,0.0,-8.442794999974357e-05,,,-0.27847083623103935,-0.37239336555357294,-0.00029527343364366295,0.0013263806628126865,0.0,0.0,433,2015-09,115.21000000000001,121.88856000000001,114.01037000000001,2015-09-21
2015-09-22 20:00:00+00:00,2015-09-22 13:31:00+00:00,2015-09-22 20:00:00+00:00,11340.0,-181.0,0.0,0.0,[],[],0.0011341162786171082,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 123.65279500000001, 'last_sale_price': 113.4}]",0.0011341162786171082,11521.0,-1.8101528274971912e-05,11340.0,11521.0,11340.0,9987634.7205,9987634.7205,9998974.7205,1,0,11340.0,0.0,0.00017672440698650768,0.0,0.0,-0.00010252794999976445,,,-0.336794584589142,-0.44928059490079436,-0.00029527343364366295,0.0013263806628126865,0.0,0.0,434,2015-09,113.4,121.78188,114.07752333333333,2015-09-22
2015-09-23 20:00:00+00:00,2015-09-23 13:31:00+00:00,2015-09-23 20:00:00+00:00,11432.0,92.0,0.0,0.0,[],[],0.001143306702470763,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 123.65279500000001, 'last_sale_price': 114.32000000000001}]",0.001143306702470763,11340.0,9.200943353881996e-06,11432.0,11340.0,11432.0,9987634.7205,9987634.7205,9999066.7205,1,0,11432.0,0.0,0.000176666768480349,0.0,0.0,-9.332794999972194e-05,,,-0.30595903720773765,-0.40848295848828875,-0.00029527343364366295,0.0013263806628126865,0.0,0.0,435,2015-09,114.32000000000001,121.64672999999999,114.14950333333334,2015-09-23
2015-09-24 20:00:00+00:00,2015-09-24 13:31:00+00:00,2015-09-24 20:00:00+00:00,11500.0,68.0,0.0,0.0,[],[],0.0011500995157533941,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 123.65279500000001, 'last_sale_price': 115.0}]",0.0011500995157533941,11432.0,6.800634689385632e-06,11500.0,11432.0,11500.0,9987634.7205,9987634.7205,9999134.7205,1,0,11500.0,0.0,0.00017654416156420128,0.0,0.0,-8.652794999963742e-05,,,-0.2832049362642285,-0.3782758247595064,-0.00029527343364366295,0.0013263806628126865,0.0,0.0,436,2015-09,115.0,121.52085999999997,114.22926333333332,2015-09-24
2015-09-25 20:00:00+00:00,2015-09-25 13:31:00+00:00,2015-09-25 20:00:00+00:00,11471.0,-29.0,0.0,0.0,[],[],0.0011472025919760352,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 123.65279500000001, 'last_sale_price': 114.71000000000001}]",0.0011472025919760352,11500.0,-2.900250952730943e-06,11471.0,11500.0,11471.0,9987634.7205,9987634.7205,9999105.7205,1,0,11471.0,0.0,0.00017635352194303884,0.0,0.0,-8.942794999955428e-05,,,-0.2923458577739589,-0.3904563976957204,-0.00029527343364366295,0.0013263806628126865,0.0,0.0,437,2015-09,114.71000000000001,121.42083999999998,114.30368666666666,2015-09-25
2015-09-28 20:00:00+00:00,2015-09-28 13:31:00+00:00,2015-09-28 20:00:00+00:00,11244.0,-227.0,0.0,0.0,[],[],0.0011245260908052835,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 123.65279500000001, 'last_sale_price': 112.44}]",0.0011245260908052835,11471.0,-2.2702030196053435e-05,11244.0,11471.0,11244.0,9987634.7205,9987634.7205,9998878.7205,1,0,11244.0,0.0,0.00017697626185791948,0.0,0.0,-0.00011212794999959641,,,-0.3644554062153889,-0.484927528920176,-0.00029527343364366295,0.0013263806628126865,0.0,0.0,438,2015-09,112.44,121.30595,114.37214333333333,2015-09-28
2015-09-29 20:00:00+00:00,2015-09-29 13:31:00+00:00,2015-09-29 20:00:00+00:00,10906.0,-338.0,0.0,0.0,[],[],0.0010907591722499502,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 123.65279500000001, 'last_sale_price': 109.06}]",0.0010907591722499502,11244.0,-3.380379034967351e-05,10906.0,11244.0,10906.0,9987634.7205,9987634.7205,9998540.7205,1,0,10906.0,0.0,0.00017859209812547136,0.0,0.0,-0.00014592794999956915,,,-0.4689876273551915,-0.6190319744372218,-0.00029527343364366295,0.0013263806628126865,0.0,0.0,439,2015-09,109.06,121.14958999999999,114.42678666666667,2015-09-29
2015-09-30 20:00:00+00:00,2015-09-30 13:31:00+00:00,2015-09-30 20:00:00+00:00,10995.0,89.0,0.0,0.0,[],[],0.001099650682878791,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 123.65279500000001, 'last_sale_price': 109.95}]",0.001099650682878791,10906.0,8.901298948371661e-06,10995.0,10906.0,10995.0,9987634.7205,9987634.7205,9998629.7205,1,0,10995.0,0.0,0.00017852538908075998,0.0,0.0,-0.00013702794999947976,,,-0.4395403375332367,-0.580606990873409,-0.00029527343364366295,0.0013263806628126865,0.0,0.0,440,2015-09,109.95,120.97864,114.47634000000001,2015-09-30
